GUID	Key	Value	OriginalValue	Info for translators	Do Not Translate	Localization State
7022178952132092738	Help_LiveMode_Relationships_TogetherCards3	As long as Parafolks stay in a group, their Together Bar will increase, no matter what they do together. When the bar is filled, the “!” button can be clicked to select a new Together Card.	As long as Parafolks stay in a group, their Together Bar will increase, no matter what they do together. When the bar is filled, the “!” button can be clicked to select a new Together Card.		False	New, ChangedOnProofreadingImport, Localized
9196616076290003489	Help_LiveMode_Relationships_TogetherCards4	Together Cards	Together Cards		False	New, Localized
186537340843117735	Help_LiveMode_Relationships_TogetherCards5	Together Cards let you select a development for the conversation that a group of Paras is having.	Together Cards let you select a development for the conversation that a group of Paras is having.		False	New, ChangedOnProofreadingImport, Localized
1170896696964058070	Help_LiveMode_Relationships_TogetherCards6	Parafolks can explore different ways to develop their relationships, whether that includes making jokes, being mean, flirting, and more.	Parafolks can explore different ways to develop their relationships, whether that includes making jokes, being mean, flirting, and more.		False	New, ChangedOnProofreadingImport, Localized
5516021569184486972	Help_LiveMode_Relationships_TogetherCards7	Every card will change the emotions of each Parafolk differently, which can influence the next Together Cards offered once the Together Bar is filled up again.	Every card will change the emotions of each Parafolk differently, which can influence the next Together Cards offered once the Together Bar is filled up again.		False	New, ChangedOnProofreadingImport, Localized
2232434575192977719	Help_LiveMode_Relationships_RelationshipLabels1	When in a group, depending on the emotions of the individual Parafolks, the <link=0>Storyteller</link> will sometimes offer a special <link=1>Together Card</link> that makes their relationship evolve through a new Relationship Label.	When in a group, depending on the emotions of the individual Parafolks, the <link=0>Storyteller</link> will sometimes offer a special <link=1>Together Card</link> that makes their relationship evolve through a new Relationship Label.		False	New, ChangedOnProofreadingImport, Localized
5516063599539134567	Help_LiveMode_Relationships_RelationshipLabels2	Because these Parafolks made jokes together and have the Amused emotion, the <link=0>Storyteller</link> offers the opportunity for them to become friends.	Because these Parafolks made jokes together and have the Amused emotion, the <link=0>Storyteller</link> offers the opportunity for them to become friends.		False	New, Localized
2005836252052951278	Help_LiveMode_Relationships_RelationshipLabels3	Unlocking Relationship Labels and leveling them up will unlock new interactions and <link=0>Together Cards</link> for when those Parafolks spend time together.	Unlocking Relationship Labels and leveling them up will unlock new interactions and <link=0>Together Cards</link> for when those Parafolks spend time together.		False	New, ChangedOnProofreadingImport, Localized
757051282047354039	Help_LiveMode_Occupations_Work1	Working is the most common way for Parafolks to earn money. When a Para has a job, they automatically commute to and from work based on their job's schedule. Parafolks cannot be controlled while they are at work.	Working is the most common way for Parafolks to earn money. When a Para has a job, they automatically commute to and from work based on their job's schedule. Parafolks cannot be controlled while they are at work.		False	New, ChangedOnProofreadingImport, Localized
3502110416152572489	Help_LiveMode_Occupations_Work2	Finding a Job	Finding a Job		False	New, Localized
4780578127492818359	Help_LiveMode_Occupations_Work3	To find work, Parafolks can use the computer, the phone, or find job posters at workplaces around town.	To find work, Parafolks can use the computer, the phone, or find job posters at workplaces around town.		False	New, Localized
3391905399104137222	Help_LiveMode_Occupations_Work4	Available positions change every day.	Available positions change every day.		False	New, Localized
7564423056030384788	Help_LiveMode_Occupations_Work5	Job positions have different requirements, expressed in the form of points. Mouse over a position to see where your Parafolk stands and what they need to improve to be able to get a specific job.	Job positions have different requirements, expressed in the form of points. Mouse over a position to see where your Parafolk stands and what they need to improve to be able to get a specific job.		False	New, ChangedOnProofreadingImport, Localized
591408696826854837	Help_LiveMode_Occupations_Work6	This Parafolk needs to increase their skills in cooking or gain more work experience in the field to be able to get this position.	This Parafolk needs to increase their skills in cooking or gain more work experience in the field to be able to get this position.		False	New, ChangedOnProofreadingImport, Localized
4628632722982085010	Help_LiveMode_Occupations_Work7	Climbing the Career Ladder	Climbing the Career Ladder		False	New, Localized
8751825585532555332	Help_LiveMode_Occupations_Work8	After each day of work, your Parafolk will earn their salary and have the chance to get a job upgrade point. The likelihood of this happening is equal to the percentage value indicated by the job performance meter.	After each day of work, your Parafolk will earn their salary and have the chance to get a job upgrade point. The likelihood of this happening is equal to the percentage value indicated by the job performance meter.		False	New, ChangedOnProofreadingImport, Localized
3674964163403914342	Help_LiveMode_Occupations_Work9	Job performance can be improved by going to work with positive <link=0>emotions</link> and by continuing to work on the skills required for the job.	Job performance can be improved by going to work with positive <link=0>emotions</link> and by continuing to work on the skills required for the job.		False	New, ChangedOnProofreadingImport, Localized
2797488712253784959	Help_LiveMode_Occupations_Work10	You can spend upgrade points to increase your Parafolk's rank in their job, giving them a small boost in salary, or to unlock unique perks.	You can spend upgrade points to increase your Parafolk's rank in their job, giving them a small boost in salary, or to unlock unique perks.		False	New, ChangedOnProofreadingImport, Localized
3770913732256281454	Help_LiveMode_Occupations_Work11	A Parafolk can only have a certain number of perks at a time, meaning that a previous perk may need to be removed to make room for a new, better one.	A Parafolk can only have a certain number of perks at a time, meaning that a previous perk may need to be removed to make room for a new, better one.		False	New, Localized
844182616663326132	Help_LiveMode_Occupations_Work14	Parafolks can have more than one job as long as their schedules don't conflict. When accepting a new job, you can choose the job's schedule. Different jobs have different days and hours offered.	Parafolks can have more than one job as long as their schedules don't conflict. When accepting a new job, you can choose the job's schedule. Different jobs have different days and hours offered.		False	New, ChangedOnProofreadingImport, Localized
3482891763486472363	Help_LiveMode_Occupations_Work12	Work Schedule	Work Schedule		False	New, Localized
8034749580897481604	Help_LiveMode_Occupations_Work15	To change the schedule of an existing job, click the “Change Schedule” button at the bottom of the occupation panel.	To change the schedule of an existing job, click the “Change Schedule” button at the bottom of the occupation panel.		False	New, ChangedOnProofreadingImport, Localized
2039398188244371539	Help_LiveMode_Occupations_Work16	Quitting a Job	Quitting a Job		False	New, Localized
3527079465542046706	Help_LiveMode_Occupations_Work17	To quit a job, click the “Quit Job” button at the bottom of the occupation panel.	To quit a job, click the “Quit Job” button at the bottom of the occupation panel.		False	New, ChangedOnProofreadingImport, Localized
2304568984894746492	Help_LiveMode_Occupations_School1	Parafolks in the child and pre-teen life stages are automatically enrolled in elementary school, while those in the teen life stage are in high school. Students will automatically go to school Monday through Friday. They cannot be controlled when at school.	Parafolks in the child and pre-teen life stages are automatically enrolled in elementary school, while those in the teen life stage are in high school. Students will automatically go to school Monday through Friday. They cannot be controlled when at school.		False	New, ChangedOnProofreadingImport, Localized
3261980253847872271	Help_LiveMode_Occupations_School3	Like jobs, Parafolks attending school can unlock occupation perks, and they can also improve their grades in school subjects. This is done through upgrade points earned at the end of each school day.	Like jobs, Parafolks attending school can unlock occupation perks, and they can also improve their grades in school subjects. This is done through upgrade points earned at the end of each school day.		False	New, ChangedOnProofreadingImport, Localized
7518475103733070700	Help_LiveMode_Occupations_School2	Grades	Grades		False	New, Localized
